item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
kn4-0396,ת״פ,"אנחנו לא ת""פ שלה – לא שלה ולא של ראש הממשלה.",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,14_ptm_532525.docx,clean,,human_review,knesset
kn4-0389,ת״פ,"כאן אנחנו עוסקים בתחנה שהיא ת""פ שר הביטחון, ואפשר לקבוע את זה.",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,14_ptm_532506.docx,clean,,human_review,knesset
kn4-0599,ת״פ,"הם בעלי ברית אבל הם לא מה שנקרא ת""פ, הם לא תחת פיקודנו, אין לנו עליהם סמכויות שיפוט וענישה.",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,15_ptm_532924.docx,clean,,human_review,knesset
kn4-0618,ת״פ,"מהרגע שהגופות נמסרות למכון לרפואה משפטית באבו-כביר, שכידוע לך כסגן שר הבריאות לשעבר, הוא ת""פ של משרד הבריאות.",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,15_ptm_532965.docx,clean,,human_review,knesset
kn4-0439,ת״פ,"אני מציעה אותן יחידות סיוע, על דעתו של שר העבודה והרווחה אלי ישי ובתמיכתו המוחלטת, היחידות האלה נמצאות בפיקוחו והן ת""פ שלו, להקים את יחידות הסיוע האלה בבתי-הדין הדתיים.",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,14_ptm_532584.docx,clean,,human_review,knesset
kn4-0573,ת״פ,"אגב, מי שמניע שם את המהלכים זה לאו דווקא הווקף, ת""פ הרשות הפלסטינית, אלא דווקא התנועה האסלאמית, קרי ""חמאס"".",תחת פיקוד,,תחת פיקוד,verified,3,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),knesset,,knesset,15_ptm_532823.docx,clean,,human_review,knesset
kn-0199,נ״ב,"והגמרא אומרת במסכת גיטין, דף נ""ב, שרבי יוסי לא היה קורא לאשתו ""אשתי"", אלא ""ביתי"".",חמישים ושתיים (גימטריה),,חמישים ושתיים (גימטריה),verified,6,נקודת בסיס | נוסף ברשימה | נזכרתי בדבר | נכתב בצדו | נזכר בזאת | חמישים ושתיים (גימטריה),knesset,,knesset,13_ptm_532090.docx,human_review,,human_review,knesset
kn4-0055,נ״ב,"שר החוץ יצא, אבל הוספתי נ""ב בשבילו אישית, ואני מקווה ששר התעשייה והמסחר יעביר לו חלק מן הדברים אם הוא מתעצל לקרוא את הפרוטוקול.",נכתב בצדו,,נכתב בצדו,verified,6,נקודת בסיס | נוסף ברשימה | נזכרתי בדבר | נכתב בצדו | נזכר בזאת | חמישים ושתיים (גימטריה),knesset,,knesset,13_ptm_532221.docx,clean,,human_review,knesset
kn4-0297,נ״ב,"וכנאמר בישעיה נ""ב: ""עורי עורי לבשי עזך ציון, לבשי בגדי תפארתך ירושלים עיר הקדש"".",חמישים ושתיים (גימטריה),,חמישים ושתיים (גימטריה),verified,6,נקודת בסיס | נוסף ברשימה | נזכרתי בדבר | נכתב בצדו | נזכר בזאת | חמישים ושתיים (גימטריה),knesset,,knesset,13_ptm_532396.docx,clean,,human_review,knesset
kn-0200,ת״ד,"יציג את הצעת החוק, שסימנה ת""ד, חבר הכנסת דוד מנע.",ארבע מאות וארבע (גימטריה),,ארבע מאות וארבע (גימטריה),verified,3,תאונת דרכים | תיבת דואר | ארבע מאות וארבע (גימטריה),knesset,,knesset,13_ptm_532090.docx,human_review,,human_review,knesset
kn-0289,ת״ד,"בתקופה האחרונה עדים תושבי שכונת קריית-הרצוג בבני-ברק להימצאות חומר מיסיונרי בתיבות הדואר שלהם, כשכתובת השולח היא: ת""ד 8185, יפו.",תיבת דואר,,תיבת דואר,verified,3,תאונת דרכים | תיבת דואר | ארבע מאות וארבע (גימטריה),knesset,,knesset,13_ptm_532155.docx,clean,,human_review,knesset
kn4-0491,ת״ד,"אם קבוצת אוכלוסין וקבוצת אזרחים רוצה שהכתובת שלה תהיה ת""ד 8, יריחו, לדוגמה, מדוע שהכתובת הזאת לא תהיה כתובת מוכרת ורשמית?",תיבת דואר,,תיבת דואר,verified,3,תאונת דרכים | תיבת דואר | ארבע מאות וארבע (גימטריה),knesset,,knesset,14_ptm_532697.docx,clean,,human_review,knesset
kn-0202,ממ״ד,"כחלק מהמלצות הוועדה הוחלט על הוצאת תקנות על-ידי משרד הפנים, בהתייעצות עם משרד השיכון, שמטרתן מתן תמריצים לאזרחים להקמת ממ""ד בדירותיהם.",מרחב מוגן דירתי,,מרחב מוגן דירתי,verified,4,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),knesset,,knesset,13_ptm_532091.docx,clean,,human_review,knesset
kn4-0576,ממ״ד,"מה שמדאיג אותי זה שתקני הבטיחות משתנים ועשוי להיווצר מצב שמי שבנה לפי התקנים הקודמים בעצם חושב, שיש לו ממ""ד בטיחותי, ואין לו.",מרחב מוגן דירתי,,מרחב מוגן דירתי,verified,4,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),knesset,,knesset,15_ptm_532836.docx,clean,,human_review,knesset
kn4-0628,ממ״ד,"כל מי שיש לו ממ""ד בבית, זה באחריותו הפרטית.",מרחב מוגן דירתי,,מרחב מוגן דירתי,verified,4,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),knesset,,knesset,15_ptm_532974.docx,clean,,human_review,knesset
kn4-0632,ממ״ד,"אני לא יודע אם אתם יודעים – יש עמלת ממ""ד.",מרחב מוגן דירתי,,מרחב מוגן דירתי,verified,4,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),knesset,,knesset,15_ptm_532980.docx,clean,,human_review,knesset
kn4-0633,ממ״ד,"נכון שזה לא מהחדר האטום, אבל חשבתי שעוד מימי החדר האטום הם גובים עמלת ממ""ד, כיוון שאז הם ישבו בחדר האטום, אבל זה לא כך.",מרחב מוגן דירתי,,מרחב מוגן דירתי,verified,4,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),knesset,,knesset,15_ptm_532980.docx,clean,,human_review,knesset
nat-0045,ממ״ד,"במקרה של תוספת ממ""ד לדירה בבית משותף, נדרשת הסכמתם של בעלי 60% מן הדירות.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
nat-0046,ממ״ד,"בשנת 2021, בהובלת שרת הפנים איילת שקד, אושרו הקלות בהוצאת היתר בנייה, כך שבוטלה החובה להשיג היתר בנייה לכל המבנה, על מנת לקבל היתר לבניית ממ""ד.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
nat-0047,ממ״ד,"במהלך מלחמת חרבות ברזל אושרו הקלות נוספות באופן שאפשרו הקמת ממ""ד ללא היתר בנייה.",מרחב מוגן דירתי,ממ״ד.01,מרחב מוגן דירתי,verified,3,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי,natural,yes,wikipedia,מרחב מוגן,,,wikipedia_natural,wiki_natural
kn-0204,ע״ח,"אני מזמין כעת את חבר הכנסת מאיר שטרית להעלות את הצעת חוק ע""ח, הצעת חוק-יסוד: הכנסת (תיקון) (שיטת הבחירות).",שבעים ושמונה (גימטריה),,שבעים ושמונה (גימטריה),verified,3,על חשבון | עץ חיים | שבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532092.docx,human_review,,human_review,knesset
kn-0205,סמ״ר,"בתאריך 21 בנובמבר 1992, סמוך לשעה 02:35, הבחינו שוטר סיור סמ""ר אהרן בן-נון ומתנדב המשמר אזרחי ליאון כחלון, שהיו בניידת סיור של תחנת משטרת מסובים, ברכב ""טרנספורטר"" חום באזור התעשייה באור-יהודה.",סמל ראשון,,סמל ראשון,verified,4,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),knesset,,knesset,13_ptm_532092.docx,clean,,human_review,knesset
kn4-0358,סמ״ר,"אדוני היושב-ראש, חברי הכנסת, ייתכן שחייל גולני, סמ""ר מאירי, יוקע כמי שקלקל את התסריט שעליו עמלו יחצ""ני מערכת הבחירות של הליכוד.",סמל ראשון,,סמל ראשון,verified,4,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),knesset,,knesset,13_ptm_532446.docx,clean,,human_review,knesset
kn4-0429,סמ״ר,"""באתי לתת למולדת את המירב"" – נימק סמ""ר גיא גולן, זיכרונו לברכה, את בקשתו בשאלון הקבלה לשייטת.",סמל ראשון,,סמל ראשון,verified,4,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),knesset,,knesset,14_ptm_532572.docx,clean,,human_review,knesset
kn4-0591,סמ״ר,"אומר כאן באולם חבר הכנסת מוסי רז ""הוא נהרג בגללך"", הוא מדבר על סמ""ר יוסף מדחת, שנהרג בקבר יוסף, וחזר על זה כמה פעמים – –",סמל ראשון,,סמל ראשון,verified,4,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),knesset,,knesset,15_ptm_532906.docx,clean,,human_review,knesset
nat-0070,סמ״ר,"ב-8 ביולי 1992 נהרג סמ""ר אלי אישה, לוחם היחידה, מירי דו-צדדי במבצע ללכידת מבוקש במסגד בכפר ברטעה, לאחר שנחשד בטעות כמחבל.",סמל ראשון,סמ״ר.01,סמל ראשון,verified,3,סמל ראשון | ספינת משמר | סנטימטר רבוע,natural,yes,wikipedia,יחידת דובדבן,,,wikipedia_natural,wiki_natural
nat-0071,סמ״ר,"ב-20 במרץ 2018 נהרג סמ""ר שחר סטרוג מכדור שנפלט מאקדחו של לוחם אחר ביחידה.",סמל ראשון,סמ״ר.01,סמל ראשון,verified,3,סמל ראשון | ספינת משמר | סנטימטר רבוע,natural,yes,wikipedia,יחידת דובדבן,,,wikipedia_natural,wiki_natural
nat-0072,סמ״ר,"לפתע נורתה רקטת RPG על אחד הדחפורים, ומהפגיעה נהרג אחד מאנשי הצוות, סמ""ר משה דוינו, והשני נפצע קשה.",סמל ראשון,סמ״ר.01,סמל ראשון,verified,3,סמל ראשון | ספינת משמר | סנטימטר רבוע,natural,yes,wikipedia,קרב ח'וזאעה,,,wikipedia_natural,wiki_natural
kn4-0219,רמ״ח,"תרשו לי לומר לכם, אני אומנם לא נולדתי בארץ, אבל אני מרגיש את עצמי ישראלי בכל רמ""ח איברי, יהודי גא, עם כל המשתמע מכך.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532330.docx,clean,,human_review,knesset
kn4-0312,רמ״ח,"ממצאי ועדת החקירה הועברו להמשך טיפול רמ""ח רפואה, הממתין לתוצאות נתיחת הגופה.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532408.docx,clean,,human_review,knesset
kn4-0271,רמ״ח,"חבר הכנסת טלב אלסאנע, אתה לא צריך להמריץ אותי, בענייני שוויון אף אחד לא יתחרה בי כי אני מאמין בזה בכל רמ""ח איברי.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532383.docx,clean,,human_review,knesset
kn4-0305,רמ״ח,"ב-17 בחודש הייתי עם ראש המועצה של בית-שמש, מערכניק בכל רמ""ח איבריו.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532402.docx,clean,,human_review,knesset
kn4-0422,רמ״ח,"הוא עבר לבאר-שבע להיות ראש עיר, אבל הוא היה ירושלמי בכל רמ""ח איבריו.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,14_ptm_532555.docx,clean,,human_review,knesset
kn4-0329,רמ״ח,"חבר הכנסת מנחם בגין, זיכרונו לברכה, היה יהודי בכל רמ""ח איבריו.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532417.docx,clean,,human_review,knesset
kn-0212,רמ״ח,"כיוון שאני קשור למערכת בכל רמ""ח איברי, מובן שאיני יכול לעבור בשקט על חלק מהדברים.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532097.docx,clean,,human_review,knesset
kn4-0270,רמ״ח,"אני משוכנע בכל רמ""ח איברי, שבנושא של מלחמה ושלום צריך קונסנסוס רחב יותר וצריך רוב גדול יותר מרוב רגיל.",מספר האיברים בגוף האדם,,מספר האיברים בגוף האדם,verified,3,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),knesset,,knesset,13_ptm_532383.docx,clean,,human_review,knesset
kn4-0006,מ״ק,"תושבי רשפון ביקשו פיצוי על 385,000 מ""ק מים, בעוד זכאים היו לפיצוי על היקף הקיצוץ למושב, צרכן המים, של 345,200 מ""ק בלבד.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532164.docx,clean,,human_review,knesset
nat-0058,מ״ק,הספיקה המקסימלית (השיטפונית) הגבוהה ביותר בירדן ההררי בגשר הפקק היא 214 מ״ק בשנייה ונרשמה ביום ה־23 בינואר 1969.,מטר מעוקב,מ״ק.01,מטר מעוקב,verified,10,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת,natural,yes,wikipedia,נהר הירדן,,,wikipedia_natural,wiki_natural
kn-0237,מ״ק,"המילוי החוזר של כלל האקוויפרים ביהודה ובשומרון נאמד ב-620 מיליון מ""ק בשנה.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532111.docx,clean,,human_review,knesset
kn-0239,מ״ק,"דבר אחד – שאיבת יתר או קידוחים במקומות ביהודה ובשומרון, שיקטינו את כמות המים באקוויפרים שמנוצלים על-ידינו היום בקידוחים שלנו במישור החוף, בשיעור של 150-100 מיליון מ""ק לשנה.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532111.docx,clean,,human_review,knesset
kn4-0278,מ״ק,"פעולות דומות ל""השבחת"" מי הים נעשו גם ב-8 באפריל – 18,000 מ""ק מי שופכין; ב-7 באפריל – 35,700 מ""ק; ב-6 באפריל – 38,000 מ""ק; וב-5 באפריל – 52,700 מ""ק.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532392.docx,clean,,human_review,knesset
kn4-0275,מ״ק,"האם הובאו נתונים אלה בחשבון בעת שמדינת ישראל ויתרה על מיליוני מ""ק ממי הירדן לטובת הממלכה ההאשמית, כדי להקל על מצוקת המים בעמאן?",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532387.docx,clean,,human_review,knesset
kn4-0085,מ״ק,"מן החצבני ומן הבניאס, שניים מתוך שלושת מקורות הירדן הנמצאים ברמת-הגולן, ואני קצת מפשט כאן את הגיאוגרפיה ואת הטופוגרפיה, אנחנו מפיקים פחות או יותר 300 מיליון מ""ק.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,13_ptm_532233.docx,clean,,human_review,knesset
kn4-0484,מ״ק,"לפי ההצעה שלנו, על כל מ""ק מים שפירים שנלקח יינתנו 1.42 מ""ק מי קולחין.",מטר מעוקב,,מטר מעוקב,verified,11,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),knesset,,knesset,14_ptm_532679.docx,clean,,human_review,knesset
kn4-0539,נ״ט,"עד עכשיו היו שלושה פיגועים כואבים: חטיפת שלושה חיילים ושתי התקפות נ""ט שבכל אחת נפל אחד מלוחמינו.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,15_ptm_532779.docx,clean,,human_review,knesset
kn4-0007,נ״ט,"הנהגנו שיטות שעוררו ביקורת בעולם, כשמנענו הסתכנות בכניסת חיילי היחידות לבתים, שמא יש שם מחבלים חמושים: ירי נ""ט, פיצוץ הבתים לאחר פינוי האזרחים.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,13_ptm_532166.docx,clean,,human_review,knesset
kn-0231,נ״ט,"פוסק הגאון הרב משה פיינשטיין, זכר צדיק לברכה, ב""איגרות משה"", חושן משפט, סימן נ""ט – – –",חמישים ותשע (גימטריה),,חמישים ותשע (גימטריה),verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,13_ptm_532105.docx,human_review,,human_review,knesset
kn4-0530,נ״ט,"אם יורים טילי נ""ט מתוך אזור בנוי, זו עמדה.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,15_ptm_532755.docx,clean,,human_review,knesset
kn4-0258,נ״ט,"הוא העמיד לרשותנו 24 מסוקי תקיפה ""אפאצ'י"", 10 מסוקי ""בלקהוק"", 50 מטוסי 16-טילי נ""ט, טילי ים-ים, פצצות אוויר-קרקע – – –",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,13_ptm_532368.docx,clean,,human_review,knesset
kn4-0502,נ״ט,"המצרים מדברים על 15-F, הסורים קונים היום אמצעי נ""ט מהמשוכללים בעולם.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,14_ptm_532716.docx,clean,,human_review,knesset
kn4-0593,נ״ט,"לאחרונה חלקנו זוכה גם למרגמות ולטילי נ""ט.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,15_ptm_532913.docx,clean,,human_review,knesset
kn4-0212,נ״ט,"במסגרת זו סוכם כי ישראל תקבל: 24 מסוקי ""אפאצ'י"" בערך של 354 מיליון דולר; 10 מסוקי ""בלקהוק"" בערך של 84 מיליון דולר; שישה ""יסעורים"", טילי נ""ט, טילי ים-ים ופצצות אוויר-קרקע בהיקף של 52 מיליון דולר.",צבא נגד טנקים,,צבא נגד טנקים,verified,3,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),knesset,,knesset,13_ptm_532322.docx,clean,,human_review,knesset
kn-0241,ל״א,"צער בעלי חיים הוא מונח תלמודי, אנחנו מוצאים אותו במסכת בבא מציעא דף ל""א ובמקומות נוספים.",שלושים ואחת (גימטריה),,שלושים ואחת (גימטריה),verified,3,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),knesset,,knesset,13_ptm_532114.docx,human_review,,human_review,knesset
kn4-0032,ל״א,"בשמות רבה ל""א: ""אין לך מידה קשה מן העניות, שהעני דבוקים בו כל ייסורים שבעולם וכאילו באו עליו כל הקללות שבעולם"".",שלושים ואחת (גימטריה),,שלושים ואחת (גימטריה),verified,3,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),knesset,,knesset,13_ptm_532191.docx,clean,,human_review,knesset
kn4-0272,ל״א,"הגמרא אומרת במסכת ברכות, ל""א: ""הנפטר מחברו, אל ייפטר אלא מתוך דבר הלכה, שמתוך כך זוכרהו"".",לשון אחר,,לשון אחר,verified,3,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),knesset,,knesset,13_ptm_532383.docx,clean,,human_review,knesset
kn4-0375,ל״א,"(לא נקראה, נמסרה לפרוטוקול) מר ל""א לא הציג עד כה למשרד הבריאות שום תעודה המעידה על סיום לימודיו בצרפת, דיפלומה שניתנה לו, ולא כל שכן רשיון לעבוד כרופא בצרפת.",לשון אחר,,לשון אחר,verified,3,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),knesset,,knesset,14_ptm_532479.docx,clean,,human_review,knesset
kn4-0381,ל״א,"אני חושב שברוב הבתים היהודיים, אפילו בבתים חילוניים, נהנים לקרוא את הזמירות האלה מתוך משלי ל""א.",שלושים ואחת (גימטריה),,שלושים ואחת (גימטריה),verified,3,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),knesset,,knesset,14_ptm_532489.docx,clean,,human_review,knesset
kn-0245,כ״א,"יש גם סעיף כ""א, שאילתות ותשובות, אני מתאר לעצמי שיהיה פה מאוד סוער בשלב הזה.",(גימטריה) 21,,(גימטריה) 21,verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,13_ptm_532116.docx,clean,,human_review,knesset
nat-0029,כ״א,פָּסֵק׀ – מתפקד כפי שנכתב לעיל בטעמי כ״א ספרים.,כל אחד,כ״א.01,(גימטריה) 21,verified,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
nat-0027,כ״א,"מערכת טעמי שאר הספרים נקראת בניגוד אליה ""טעמי כ״א ספרים"".",כל אחד,כ״א.01,(גימטריה) 21,verified,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,natural,yes,wikipedia,טעמי המקרא,,,wikipedia_natural,wiki_natural
kn4-0523,כ״א,"הישיבה הבאה תיפתח מחר, יום שלישי, כ""א בכסליו, 30 בנובמבר, בשעה 16:00.",עשרים ואחת (גימטריה),,עשרים ואחת (גימטריה),verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,15_ptm_532739.docx,clean,,human_review,knesset
kn4-0314,כ״א,"גם אם אנו מתקנים היום את הדירוג לדרגה כ""א, וזה בוודאי יהיה המצב העכשווי, כל אחד יודע כי זוהי דרגה בינונית מאוד בדירוג עובדי המדינה.",(גימטריה) 21,,(גימטריה) 21,verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,13_ptm_532410.docx,clean,,human_review,knesset
kn4-0208,כ״א,"אומרת הגמרא במסכת בבא בתרא, דף כ""א: אם אחד פותח חנות והשני פותח חנות לידו, יכול לעכב עליו, ""דאמר לי קא פסקת ליה לחיותי""; אתה יורד לחיי.",(גימטריה) 21,,(גימטריה) 21,verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,13_ptm_532314.docx,clean,,human_review,knesset
kn4-0403,כ״א,"בספר בראשית פרק כ""א מסופר: ותרא שרה את בן הגר המצרית – – – ותאמר לאברהם: גרש האמה הזאת ואת בנה, כי לא יירש בן האמה הזאת עם בני, עם יצחק.",עשרים ואחת (גימטריה),,עשרים ואחת (גימטריה),verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,14_ptm_532534.docx,clean,,human_review,knesset
kn4-0338,כ״א,"במסכת בבא בתרא, פרק שני, עמוד כ""א, כמה שורות מלמטה מתקיים דיון מעניין: מהו מספר התלמידים בכיתה.",עשרים ואחת (גימטריה),,עשרים ואחת (גימטריה),verified,8,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),knesset,,knesset,13_ptm_532429.docx,clean,,human_review,knesset
nat-0090,קצא״א,"נגד קצא""א הוגשו מספר תביעות ייצוגיות שאוחדו לתובענה ייצוגית אזרחית אחת.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,verified,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,natural,yes,wikipedia,עברונה,,,wikipedia_natural,wiki_natural
kn-0249,קצא״א,"קצא""א, אשר עוסקת בשינוע דלקים, אינה נמצאת באחריות משרד האנרגיה, אלא כאמור באחריות משרד האוצר.",קו צינור אילת-אשקלון,,קו צינור אילת-אשקלון,verified,4,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה | מאה ותשעים ושתיים (גימטריה),knesset,,knesset,13_ptm_532118.docx,clean,,human_review,knesset
kn4-0178,קצא״א,"כאן נשאלת השאלה: באיזו זכות נוהגת הנהלת קצא""א כפי שנהגה במקרה דנן?",קו צינור אילת-אשקלון,,קו צינור אילת-אשקלון,verified,4,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה | מאה ותשעים ושתיים (גימטריה),knesset,,knesset,13_ptm_532287.docx,clean,,human_review,knesset
