acronym,expansion,hits,sources,rank,n_candidates,mined_items,mined_natural
מ״פ,מחנה פליטים,187,wiktionary,2,6,3,0
מ״פ,מחשבה פלילית,39,wiktionary,3,6,3,0
מ״פ,לשון משלים פועל,0,wiktionary,4,6,0,0
מ״פ,מחשבים מגה פיקסל,0,wiktionary,5,6,0,0
מ״פ,מתמטיקה מכפלה פנימית,0,wiktionary,6,6,0,0
מ״צ,מעלות צלזיוס,2747,wiktionary,1,3,3,0
מ״צ,משטרה צבאית,230,wiktionary,2,3,6,3
מ״צ,"משיח צדק, משיח צִדקנו",0,wiktionary,3,3,0,0
מ״ק,מספר קטן,1223,wiktionary,1,10,3,0
מ״ק,מטר מעוקב,414,wiktionary,2,10,6,3
מ״ק,מרכז קהילתי,323,wiktionary,3,10,3,0
מ״ק,מועד קטן,308,wiktionary,4,10,3,0
מ״ק,מכשיר קשר,140,wiktionary,5,10,3,0
מ״ק,מרא קמא,51,wiktionary,6,10,3,0
מ״ק,מחנה קבע,18,wiktionary,7,10,3,0
מ״ק,מילת קריאה,9,wiktionary,8,10,3,0
מ״ק,מלכין קדמאין,4,wiktionary,9,10,2,0
מ״ק,משמע קצת,4,wiktionary,10,10,0,0
מ״ר,מטר רבוע,545,wiktionary,1,3,6,3
מ״ר,מדרש רבה,178,wiktionary,2,3,3,0
מ״ר,מילי־רדיאן,4,wiktionary,3,3,0,0
מ״ש,מטר לשנייה,595,wiktionary,1,7,3,0
מ״ש,מה שכתוב,103,wiktionary,2,7,3,0
מ״ש,מצה שמורה,18,wiktionary,3,7,3,0
מ״ש,מילת שאלה,16,wiktionary,4,7,3,0
מ״ש,מאי שנא,12,wiktionary,5,7,3,0
מ״ש,מרפסת שמש,6,wiktionary,6,7,3,0
מ״ש,"משלים שם,לוואי",0,wiktionary,7,7,0,0
מ״ת,משחקי תפקידים,353,wiktionary,1,2,3,0
מ״ת,מתן תורה,209,wiktionary,2,2,3,0
נגה״ש,נס גדול היה שם,3,wiktionary,1,2,0,0
נגה״ש,"המקור הוא ביידיש, לפי ארבע אפשרויות במשחק הגרלה",0,wiktionary,2,2,0,0
נוג״ה,נורדיה גנות הדר,2,wiktionary,1,2,0,0
נוג״ה,נוער וגיל ההתבגרות,0,wiktionary,2,2,0,0
נמ״ר,נודניק מדרגה ראשונה,0,wiktionary,1,3,0,0
נמ״ר,ניהול מערכות רפואיות,0,wiktionary,2,3,0,0
נמ״ר,ניהול מרכזים רפואיים,0,wiktionary,3,3,0,0
נמ״ת,נמל תעופה,931,wiktionary,1,2,3,0
נמ״ת,נקודה מתה תחתונה,2,wiktionary,2,2,0,0
נר״ו,נפש רוח ונשמה,6,wiktionary,1,4,0,0
נר״ו,נַטְרֵיהּ רַחֲמָנָא וּפַרְקִיהּ (ישמרהו הרחמן ויפדהו),0,wiktionary,2,4,0,0
נר״ו,נטריה רחמנא וחיננא,0,wiktionary,3,4,0,0
נר״ו,נצרהו רחמנא ונטרהו,0,wiktionary,4,4,0,0
נש״מ,נציבות שירות המדינה,202,wikipedia,1,4,3,0
נש״מ,נשק מונחה,91,wikipedia,2,4,3,0
נש״מ,נקודת שיווי משקל,38,wikipedia,3,4,3,0
נש״מ,נותן שירותי מטבע,4,wikipedia,4,4,1,0
נ״א,נוסח אשכנז,341,wiktionary,1,8,3,0
נ״א,נגד אדם,208,wiktionary,2,8,3,0
נ״א,נחיתת אונס,176,wiktionary,3,8,3,0
נ״א,נחלת אבות,77,wiktionary,4,8,2,0
נ״א,נביאים אחרונים,47,wiktionary,5,8,3,0
נ״א,ניחום אבלים,37,wiktionary,6,8,3,0
נ״א,נפילת אפיים,21,wiktionary,7,8,3,0
נ״א,נוסחא אחרינא,0,wiktionary,8,8,0,0
נ״ב,נקודת בסיס,14,wiktionary,1,5,3,0
נ״ב,נוסף ברשימה,4,wiktionary,2,5,3,0
נ״ב,נזכרתי בדבר,3,wiktionary,3,5,2,0
נ״ב,נכתב בצדו,1,wiktionary,4,5,0,0
נ״ב,נזכר בזאת,0,wiktionary,5,5,0,0
נ״ח,נוסח חדש,281,wiktionary,1,3,3,0
נ״ח,נס חנוכה,26,wiktionary,2,3,2,0
נ״ח,נק' חיים,0,wiktionary,3,3,0,0
נ״ט,ניסוי טיסה,25,wiktionary,1,2,3,0
נ״ט,צבא נגד טנקים,0,wiktionary,2,2,0,0
נ״י,ניו יורק,28771,wiktionary,1,4,6,0
נ״י,נצח ישראל,253,wiktionary,2,4,5,0
נ״י,נרו יאיר,19,wiktionary,3,4,2,0
נ״י,נסמך יחיד,0,wiktionary,4,4,0,0
נ״ל,נראה לי,334,wiktionary,1,3,3,0
נ״ל,נזכר לעיל,1,wiktionary,2,3,0,0
נ״ל,נכתב לקמן,0,wiktionary,3,3,0,0
נ״מ,נגד מטוסים,722,wiktionary,1,2,6,3
נ״מ,נפקא מינא,12,wiktionary,2,2,3,0
נ״ע,ניירות ערך,844,wiktionary,1,2,3,0
נ״ע,נוחו עדן,8,wiktionary,2,2,2,0
נ״ר,נר ראשון (של חנוכה),121,wiktionary,1,8,0,0
נ״ר,נטע רבעי,82,wiktionary,2,8,3,0
נ״ר,נביאים ראשונים,61,wiktionary,3,8,3,0
נ״ר,נחת רוח,52,wiktionary,4,8,3,0
נ״ר,נפש רוח,21,wiktionary,5,8,0,0
נ״ר,נקבה רבים,9,wiktionary,6,8,1,0
נ״ר,ניירות רכישה,0,wiktionary,7,8,0,0
נ״ר,נסמך רבים,0,wiktionary,8,8,0,0
סאפ,בוב סאפ,10,wikipedia,1,7,0,0
סאפ,סאפ לאבס ישראל,4,wikipedia,2,7,0,0
סאפ,SAP (חברה),3,wikipedia,3,7,4,3
סאפ,סאפ (גלישה),3,wikipedia,4,7,2,2
סאפ,SAP (חומר),2,wikipedia,5,7,0,0
סאפ,SAP (מפלגה),2,wikipedia,6,7,0,0
סאפ,Sap (אלבום),2,wikipedia,7,7,0,0
סג״ל,סגן לויה,7,wiktionary,1,5,0,0
סג״ל,סגידה לאל,1,wiktionary,2,5,2,0
סג״ל,סגולת לויים,0,wiktionary,3,5,0,0
סג״ל,סגן לויים,0,wiktionary,4,5,0,0
סג״ל,סגן לכהונה (לכוהן),0,wiktionary,5,5,0,0
סד״א,סדר דין אזרחי,53,wiktionary,1,2,2,0
סד״א,סלקא דעתך אמינא,1,wiktionary,2,2,0,0
סד״ג,סדר גודל,244,wiktionary,1,2,3,0
סד״ג,סירת דייג,1,wiktionary,2,2,0,0
סד״פ,סדר דין פלילי,62,wiktionary,1,2,0,0
סד״פ,סדר פעולות,45,wiktionary,2,2,3,0
סה״מ,ספר המאמרים,20,wiktionary,1,2,3,0
סה״מ,סיוע התיישבותי מותנה,0,wiktionary,2,2,0,0
סל״ש,סיביות לשנייה,20,wiktionary,1,4,3,0
סל״ש,סיבובים לשנייה,10,wiktionary,2,4,3,0
סל״ש,אנגלית: bps,0,wiktionary,3,4,0,0
סל״ש,אנגלית: rps,0,wiktionary,4,4,0,0
סמב״ס,סגן מפקד בסיס,24,wiktionary,1,2,1,0
סמב״ס,סתם מסתובב בבסיס,0,wiktionary,2,2,0,0
סמ״ט,סימן טוב,608,wiktionary,1,3,3,0
סמ״ט,סגן מפקד טייסת,42,wiktionary,2,3,3,0
סמ״ט,סור מרע ועשה טוב,16,wiktionary,3,3,2,0
סמ״ק,ספר מצוות קטן,24,wiktionary,1,2,3,0
סמ״ק,סנטימטר מעוקב,9,wiktionary,2,2,3,0
סמ״ר,סמל ראשון,336,wikipedia,1,3,6,3
סמ״ר,ספינת משמר,78,wikipedia+wiktionary,2,3,3,0
סמ״ר,סנטימטר רבוע,12,wikipedia+wiktionary,3,3,3,0
סמ״ש,סימון שבילים,36,wiktionary,1,2,3,0
סמ״ש,סמל שני,23,wiktionary,2,2,1,0
ס״א,ספרים אחרים,227,wiktionary,1,2,3,0
ס״א,סיטרא אחרא (צד אחר),0,wiktionary,2,2,0,0
ס״ב,סודי ביותר,221,wiktionary,1,2,3,0
ס״ב,ספרת ביקורת,27,wiktionary,2,2,3,0
ס״ג,סירת גומי,45,wiktionary,1,2,2,0
ס״ג,סנהדרין גדולה,17,wiktionary,2,2,3,0
ס״ד,סוף דבר,210,wiktionary,1,5,3,0
ס״ד,סוציאל דמוקרטי,124,wiktionary,2,5,0,0
ס״ד,ספרא דצניעותא,26,wiktionary,3,5,2,0
ס״ד,סייעתא דשמיא (עזרת השם),0,wiktionary,4,5,0,0
ס״ד,סלקא דעתך (= עולה ב/על דעתך),0,wiktionary,5,5,0,0
ס״ט,סימן טוב,608,wiktionary,1,4,3,0
ס״ט,ספרדי טהור,12,wiktionary,2,4,3,0
ס״ט,סופו טוב (סיפיה טב),0,wiktionary,3,4,0,0
ס״ט,סינא טינא (עפר ואפר),0,wiktionary,4,4,0,0
ס״ל,ספריה לאומית,4,wiktionary,1,3,1,0
ס״ל,"סבירא ליה ( הוא סבור, מסתבר לו)",0,wiktionary,2,3,0,0
ס״ל,סמיך ליה (ארמית:סמוך לו),0,wiktionary,3,3,0,0
ס״מ,סנטימטר,3316,wiktionary,1,4,6,3
ס״מ,סגן מפקד,2032,wiktionary,2,4,1,0
ס״מ,סמאל,83,wiktionary,3,4,3,0
ס״מ,סטרא דמסאבותא,0,wiktionary,4,4,0,0
ס״ס,סוף-סוף,2089,wiktionary,1,3,0,0
ס״ס,סוף סימן־,122,wiktionary,2,3,0,0
ס״ס,ספק ספיקא,21,wiktionary,3,3,3,0
ס״ת,ספר תורה,868,wiktionary,1,2,3,0
ס״ת,סופי תיבות,6,wiktionary,2,2,2,0
עב״ג,עם בחיר/ת גורלו/ה,0,wiktionary,1,2,0,0
עב״ג,"עם בן גילה, עם בת גילו",0,wiktionary,2,2,0,0
עב״ל,עם בחיר/ת לבה/ו,0,wiktionary,1,2,0,0
עב״ל,עם בן/בת לוייתו/לוייתה,0,wiktionary,2,2,0,0
עב״ס,ערך בסיכון,6,wiktionary,1,2,0,0
עב״ס,עבודות בסיס,1,wiktionary,2,2,0,0
עד״מ,עד מדינה,124,wiktionary,1,2,3,0
עד״מ,על דרך משל,8,wiktionary,2,2,2,0
עה״ש,עלות השחר,709,wiktionary,1,2,3,0
עה״ש,עליו השלום,101,wiktionary,2,2,1,0
עה״ת,(חיבור פרשני) על התורה,0,wiktionary,1,2,0,0
עה״ת,ערך היסק תחתון,0,wiktionary,2,2,0,0
עו״ש,בהשאלה עובר אורח ברחוב או בכל מקום ציבורי,0,wiktionary,1,2,0,0
עו״ש,עוֹבֵר וָשָׁב.(סוג חשבון בנק),0,wiktionary,2,2,0,0
עז״ה,על זה הדרך,10,wiktionary,1,2,3,0
עז״ה,על זה הכוונה,0,wiktionary,2,2,0,0
עכו״ם,עבודה זרה,1166,wikipedia,1,6,5,2
עכו״ם,גוי,704,wikipedia,2,6,4,1
עכו״ם,פגניות,169,wikipedia,3,6,3,0
עכו״ם,הלכות הרחקה מגויים,18,wikipedia,4,6,3,2
עכו״ם,עבודת כוכבים ומזלות,4,wiktionary,5,6,1,0
עכו״ם,עובד כוכבים ומזלות (גויים ונכרים עובדי אלילים),0,wiktionary,6,6,0,0
עמ״ט,עבודת מטה,120,wiktionary,1,2,3,0
עמ״ט,עתודה מדעית טכנולוגית,6,wiktionary,2,2,1,0
עמ״י,עם ישראל,8275,wiktionary,1,3,3,0
עמ״י,עזר מ'ציון,0,wiktionary,2,3,0,0
עמ״י,עמותת 'מושתלים ישראלים,0,wiktionary,3,3,0,0
עמ״נ,על-מנת,46031,wiktionary,1,2,0,0
עמ״נ,עתודת מיקוש ניידת,0,wiktionary,2,2,0,0
עמ״ש,עמוד השדרה,823,wiktionary,1,3,3,0
עמ״ש,ערעור משפחה,2,wiktionary,2,3,0,0
עמ״ש,ערעור מס שבח,1,wiktionary,3,3,0,0
ענ״א,עיבוד נתונים אוטומטי,5,wiktionary,1,2,1,0
ענ״א,עיבוד נתונים אלקטרוני,3,wiktionary,2,2,0,0
ערעור,אי הסכמה עם טענה,0,wiktionary,1,2,0,0
ערעור,"עקירת יסודות, ביטול יציבות של דבר עומד",0,wiktionary,2,2,0,0
ע״א,עבודת אלילים,153,wiktionary,1,4,3,0
ע״א,עובד אלילים,40,wiktionary,2,4,3,0
ע״א,עפר ואפר,35,wiktionary,3,4,3,0
ע״א,ערעור אזרחי,14,wiktionary,4,4,2,0
ע״ב,על בסיס,15609,wiktionary,1,4,3,0
ע״ב,עבודת-בית,65,wiktionary,2,4,0,0
ע״ב,ערעור בחירות,10,wiktionary,3,4,3,0
ע״ב,העמוד השמאלי בדף גמרא,0,wiktionary,4,4,0,0
ע״ג,על גבי,12046,wiktionary,1,2,4,1
ע״ג,עבודת גילולים,2,wiktionary,2,2,0,0
ע״ד,על דרך,1953,wiktionary,1,4,3,0
ע״ד,על דעת,1300,wiktionary,2,4,3,0
ע״ד,עריכת דין,318,wiktionary,3,4,3,0
ע״ד,על דבר/דברי,0,wiktionary,4,4,0,0
ע״ה,עם הארץ,206,wiktionary,1,3,3,0
ע״ה,עליו הראיה,105,wiktionary,2,3,3,0
ע״ה,עליו/עליה השלום,0,wiktionary,3,3,0,0
ע״ז,על זה,2841,wiktionary,1,2,3,0
ע״ז,עבודה זרה,1166,wiktionary,2,2,3,0
ע״ח,על חשבון,3365,wiktionary,1,2,3,0
ע״ח,עץ חיים,1004,wiktionary,2,2,3,0
ע״י,על ידי,215915,wiktionary,1,3,5,2
ע״י,על יד,3106,wiktionary,2,3,3,0
ע״י,עַם ישראל,18,wiktionary,3,3,3,0
ע״כ,על כך,27984,wiktionary,1,4,3,0
ע״כ,על כן,6975,wiktionary,2,4,3,0
ע״כ,עד כאן,410,wiktionary,3,4,3,0
ע״כ,"על כורחך, (על כורחי, על כורחו)",0,wiktionary,4,4,0,0
ע״מ,על מנת,46031,wiktionary,1,2,3,0
ע״מ,עוסק מורשה,12,wiktionary,2,2,3,0
ע״נ,עזרת נשים,277,wiktionary,1,4,3,0
ע״נ,ערך נקוב,81,wiktionary,2,4,3,0
ע״נ,עילוי נשמה,7,wiktionary,3,4,3,0
ע״נ,עונת נדרים,1,wiktionary,4,4,0,0
ע״ס,על סמך,5878,wiktionary,1,4,3,0
ע״ס,על סך,1063,wiktionary,2,4,3,0
ע״ס,עבודה סוציאלית,449,wiktionary,3,4,3,0
ע״ס,עשר ספירות,22,wiktionary,4,4,0,0
ע״ע,ערך עצמי,177,wiktionary,1,4,3,0
ע״ע,עיין ערך,86,wiktionary,2,4,3,0
ע״ע,עבודה עצמית,63,wiktionary,3,4,3,0
ע״ע,ערעור עבודה,1,wiktionary,4,4,0,0
ע״פ,על פי,90011,wiktionary,1,5,5,2
ע״פ,על פניו,1396,wiktionary,2,5,3,0
ע״פ,על פה,103,wiktionary,3,5,4,1
ע״פ,ערעור פלילי,18,wiktionary,4,5,2,0
ע״פ,עושה פסים (=סרגל),0,wiktionary,5,5,0,0
ע״ר,עזרה ראשונה,511,wiktionary,1,3,3,0
ע״ר,עמותה רשומה,150,wiktionary,2,3,4,1
ע״ר,עיתון רשמי,68,wiktionary,3,3,3,0
ע״ש,על שום,902,wiktionary,1,5,4,1
ע״ש,עמוד השדרה,823,wiktionary,2,5,6,3
ע״ש,ערב שבת,258,wiktionary,3,5,3,0
ע״ש,עיין שם,32,wiktionary,4,5,0,0
ע״ש,עיקר שכחתי,8,wiktionary,5,5,3,0
פא״י,פחות או יותר,1349,wiktionary,1,3,3,0
פא״י,פועלי אגודת ישראל,302,wiktionary,2,3,3,0
פא״י,פועלי ארץ ישראל,189,wiktionary,3,3,3,0
פו״ם,פיקוד ומטה,635,wiktionary,1,4,0,0
פו״ם,פוליטיקה וממשל,219,wiktionary,2,4,0,0
פו״ם,המכללה הבין זרועית לפיקוד ולמטה,207,wiktionary,3,4,1,0
פו״ם,פלוגות מיוחדות,5,wiktionary,4,4,3,0
פו״ש,פיקוד ושליטה,206,wiktionary,1,2,3,0
פו״ש,יחידות בהגנה 1937-1939,0,wiktionary,2,2,0,0
פז״ם,פרק זמן ממושך,38,wiktionary,1,2,3,0
פז״ם,פרק זמן מינימלי,14,wiktionary,2,2,3,0
פח״מ,פחמימות,527,wiktionary,1,2,3,0
פח״מ,פעימות חדריות מוקדמות,2,wiktionary,2,2,0,0
פל״א,פה לאוזן,2,wiktionary,1,2,1,0
פל״א,פקדונות לזמנים ארוכים,0,wiktionary,2,2,0,0
פל״ם,פטרול לוחם,9,wiktionary,1,2,0,0
פל״ם,פלוגת ממתינים,1,wiktionary,2,2,0,0
פמ״א,פנים מאירות (ספר),0,wiktionary,1,2,0,0
פמ״א,פרח מטה אהרן (ספר),0,wiktionary,2,2,0,0
פס״ד,פסידא דלקוחות,1,wiktionary,1,2,0,0
פס״ד,פסק(י) דין,0,wiktionary,2,2,0,0
פס״ר,פסיק רישא,91,wiktionary,1,2,3,0
פס״ר,פסיקתא רבתי,61,wiktionary,2,2,3,0
פר״ח,פרי חדש,130,wiktionary,1,3,3,0
פר״ח,פרויקט חונכות,16,wiktionary,2,3,0,0
פר״ח,פירש רבנו חננאל,0,wiktionary,3,3,0,0
פ״א,פעם אחת,5477,wiktionary,1,11,3,0
פ״א,פה אחד,2240,wiktionary,2,11,3,0
פ״א,פרקי אבות,284,wiktionary,3,11,3,0
פ״א,פרה אדומה,193,wiktionary,4,11,3,0
פ״א,פירוש אחר,124,wiktionary,5,11,3,0
פ״א,פגישה אישית,57,wiktionary,6,11,3,0
פ״א,פרא אדם,45,wiktionary,7,11,3,0
פ״א,פלוני אלמוני,16,wiktionary,8,11,2,0
פ״א,פולינום אופייני,13,wiktionary,9,11,3,0
פ״א,פרקי אליהו,6,wiktionary,10,11,1,0
פ״א,פרוטה אחרונה,0,wiktionary,11,11,0,0
פ״ג,פעילות גופנית,619,wiktionary,1,3,3,0
פ״ג,פרויקט גמר,49,wiktionary,2,3,3,0
פ״ג,פרק/פסוק/פרשה ג',0,wiktionary,3,3,0,0
פ״ד,פרק רביעי,292,wiktionary,1,2,2,0
פ״ד,פסק(י) דין,0,wiktionary,2,2,0,0
פ״ח,פיתוחי חותם,14,wiktionary,1,2,2,0
פ״ח,פרטי חקירה,5,wiktionary,2,2,3,0
פ״נ,פה נטמן,37,wiktionary,1,2,2,0
פ״נ,פדיון נפש,21,wiktionary,2,2,3,0
פ״ע,פגישת עבודה,28,wiktionary,1,4,3,0
פ״ע,פועל עומד,13,wiktionary,2,4,3,0
פ״ע,פונקציה עצמית,10,wiktionary,3,4,3,0
פ״ע,פה עירנו,3,wiktionary,4,4,0,0
פ״ק,פרק קמא,5,wiktionary,1,3,0,0
פ״ק,פקודת קבע,4,wiktionary,2,3,3,0
פ״ק,פרופיל קרבי,4,wiktionary,3,3,1,0
פ״ש,פדיון שבויים,155,wiktionary,1,5,3,0
פ״ש,פרשת שבוע,85,wiktionary,2,5,3,0
פ״ש,פקיד שומה,53,wiktionary,3,5,1,0
פ״ש,פת שחרית,10,wiktionary,4,5,3,0
פ״ש,פריסת שלום,4,wiktionary,5,5,1,0
צב״י,צדיק באמונתו יחיה,9,wiktionary,1,3,1,0
צב״י,צרכני בריאות ישראל,1,wiktionary,2,3,0,0
צב״י,צעיר באלפי ישראל,0,wiktionary,3,3,0,0
צח״מ,צוות חקירה מיוחד,108,wiktionary,1,3,0,0
צח״מ,צריכת חמצן מרבית,6,wiktionary,2,3,2,0
צח״מ,צוות חטיבתי משוריין,1,wiktionary,3,3,0,0
צל״ח,צלום חזה,0,wiktionary,1,2,0,0
צל״ח,רבי' יחזקאל לנדא - על שם ספרו - ציון לנפש חיה,0,wiktionary,2,2,0,0
צק״ר,צחק בקול רם,3,wiktionary,1,3,3,0
צק״ר,ציוד קשר רדיו,1,wiktionary,2,3,0,0
צק״ר,ציון קצונה ראשוני,0,wiktionary,3,3,0,0
צ״ל,צריך להיות,2888,wiktionary,1,4,3,0
צ״ל,צריך לומר,131,wiktionary,2,4,3,0
צ״ל,צריך להוכיח,61,wiktionary,3,4,3,0
צ״ל,צריך להראות,50,wiktionary,4,4,3,0
צ״ס,ציונים סוציאליסטים,115,wiktionary,1,3,0,0
צ״ס,צירוף סל,1,wiktionary,2,3,0,0
צ״ס,צרת סוטה,0,wiktionary,3,3,0,0
צ״ק,צוות קרקע,80,wiktionary,1,2,3,0
צ״ק,ציוד קרקע,9,wiktionary,2,2,1,0
קא״ם,קורס אימון מבצעי,21,wikipedia,1,3,2,0
קא״ם,קורס אימון מתקדם,14,wikipedia,2,3,3,0
קא״ם,קצין אקדמאי מיוחד,4,wikipedia,3,3,0,0
קב״מ,קבלן משנה,45,wiktionary,1,2,3,0
קב״מ,קרינה בלתי מייננת,22,wiktionary,2,2,3,0
קב״ר,קבלן ראשי,16,wiktionary,1,2,3,0
קב״ר,קצין בינה רשתית,10,wiktionary,2,2,2,0
קב״ש,קבלת שבת,225,wiktionary,1,3,3,0
קב״ש,קילובייט לשנייה,5,wiktionary,2,3,2,0
קב״ש,קצין ביטחון שדה,1,wiktionary,3,3,1,0
קג״מ,קילוגרם מסה,3,wiktionary,1,2,0,0
קג״מ,קנין גמור,2,wiktionary,2,2,1,0
קו״ח,אנגלית,60992,wiktionary,1,5,3,0
קו״ח,קורות חיים,10290,wiktionary,2,5,3,0
קו״ח,קל וחומר,224,wiktionary,3,5,3,0
קו״ח,קול חתן,19,wiktionary,4,5,0,0
קו״ח,קודם חורבן,6,wiktionary,5,5,0,0
קו״נ,קולנוע,41634,wiktionary,1,3,3,0
קו״נ,קב ונקי,48,wiktionary,2,3,3,0
קו״נ,קורבן נתנאל,2,wiktionary,3,3,0,0
קמ״א,קורס מפקדי איסוף,1,wiktionary,1,2,0,0
קמ״א,קצין מקצועי אקדמי,1,wiktionary,2,2,1,0
קמ״ט,קצין מטה,157,wikipedia+wiktionary,1,3,3,0
קמ״ט,קורס מפקדי טנקים,129,wikipedia+wiktionary,2,3,3,0
קמ״ט,קצין מיון טרומי,0,wiktionary,3,3,0,0
קמ״ש,קילומטרים לשעה,164,wiktionary,1,3,3,0
קמ״ש,קצין משמרת,41,wiktionary,2,3,3,0
קמ״ש,קצין משפטים,7,wiktionary,3,3,3,0
קנ״מ,קנה-מידה,443,wiktionary,1,2,0,0
קנ״מ,קבוצת ניצול משאבים,0,wiktionary,2,2,0,0
קפ״ל,קפיצה לגובה,647,wiktionary,1,2,3,0
קפ״ל,קפיצה לרוחק,533,wiktionary,2,2,3,0
קצא״א,קו צינור אילת-אשקלון,82,wikipedia,1,3,6,3
קצא״א,דליפת הנפט בשמורת עברונה,14,wikipedia,2,3,4,3
קצא״א,חברת קו צינור אירופה אסיה,7,wikipedia,3,3,2,0
קק״ל,קרן קיימת לישראל,743,wikipedia,1,2,6,3
קק״ל,קילו קלוריה,3,wikipedia,2,2,0,0
קק״צ,קורס קצינים,819,wiktionary,1,2,3,0
קק״צ,קורס קדם צבאי,9,wiktionary,2,2,1,0
קרוב״ץ,קרובות,21834,wiktionary,1,2,3,0
קרוב״ץ,קול רִנה וישועה באהלי צדיקים,0,wiktionary,2,2,0,0
קרפ״ח,קצין רפואה חילי,7,wiktionary,1,2,0,0
קרפ״ח,קצין רפואה חטיבתי,4,wiktionary,2,2,1,0
קש״ב,משפט קנטור-שרדר-ברנשטיין,16,wiktionary,1,2,3,0
קש״ב,קצין שיפוט בכיר,8,wiktionary,2,2,3,0
ק״א,קריית ארבע,454,wiktionary,1,2,3,0
ק״א,קרב־אוויר,126,wiktionary,2,2,0,0
ק״ו,קל וחומר,224,wiktionary,1,2,3,0
ק״ו,קצר וקולע,14,wiktionary,2,2,1,0
ק״ל,קשה לי,143,wiktionary,1,3,3,0
ק״ל,קל להבין,50,wiktionary,2,3,3,0
ק״ל,קיימא לן (מוחזק לנו),0,wiktionary,3,3,0,0
ק״נ,קרבן נתנאל,17,wikipedia,1,2,0,0
ק״נ,150 (מספר),7,wikipedia,2,2,0,0
ק״פ,קורבן פסח,78,wikipedia,1,2,3,0
ק״פ,180 (מספר),3,wikipedia,2,2,0,0
ק״צ,קופת צדקה,34,wiktionary,1,2,2,0
ק״צ,קרבן ציבור,7,wiktionary,2,2,1,0
ק״ק,קרקע-קרקע,335,wiktionary,1,3,3,0
ק״ק,קהילת קודש,29,wiktionary,2,3,1,0
ק״ק,קודשי קדשים,4,wiktionary,3,3,3,0
ק״ש,קריית שמונה,7798,wikipedia,1,3,3,0
ק״ש,קריאת שמע,593,wikipedia+wiktionary,2,3,3,0
ק״ש,קדיש שלם,5,wiktionary,3,3,2,0
ראב״ד,ראש בית דין או ראש אבות בתי דין,1,wikipedia,1,2,0,0
ראב״ד,שם משפחה נפוץ אצל יהדות יוצאי אירופה,0,wiktionary,2,2,0,0
ראב״ן,אליעזר בן נתן,212,wikipedia,1,3,3,0
ראב״ן,אברהם בן נתן הירחי,25,wikipedia,2,3,1,0
ראב״ן,חיבורו של רבי אליעזר בן נתן,1,wikipedia,3,3,0,0
ראב״ע,רבי אלעזר בן עזריה,236,wiktionary,1,2,3,0
ראב״ע,מגדולי המלומדים והמשוררים היהודיים,0,wiktionary,2,2,0,0
רא״ם,רבי אליעזר ממיץ,167,wikipedia,1,6,2,0
רא״ם,רבי אברהם מרדכי אלתר,84,wikipedia,2,6,3,0
רא״ם,רבי אליהו מני,40,wikipedia,3,6,2,0
רא״ם,רבי אליהו מזרחי,34,wikipedia,4,6,2,0
רא״ם,רבי יוסף אבן מיגאש,16,wikipedia,5,6,3,0
רא״ם,הרב אליעזר מאיר ליפשיץ,8,wikipedia,6,6,2,0
רא״מ,רבי אליעזר ממיץ,167,wiktionary,1,2,2,0
רא״מ,רבי אהרון משה טאובס מיאסי,0,wiktionary,2,2,0,0
רא״ת,ראשי תיבות,3551,wiktionary,1,2,0,0
רא״ת,רכז אמצעי תקשוב,1,wiktionary,2,2,1,0
רב״ץ,רב צבאי,77,wiktionary,1,2,3,0
רב״ץ,הרבנות הצבאית הראשית,21,wiktionary,2,2,3,0
רדב״ז,רבי דוד בן זכאי,2,wiktionary,1,2,1,0
רדב״ז,רבי דוד בן זמרא (1479–1573),0,wiktionary,2,2,0,0
רה״ק,רוח הקודש,852,wiktionary,1,2,3,0
רה״ק,רבותינו הקדושים,12,wiktionary,2,2,0,0
רו״מ,רבי ומורי,9,wiktionary,1,2,2,0
רו״מ,רום מעלתו,3,wiktionary,2,2,3,0
רח״ל,רחמנא ליצלן,30,wiktionary,1,2,3,0
רח״ל,ראש חוליה,4,wiktionary,2,2,0,0
ריב״א,רבי יצחק בן אברהם מנרבונה,42,wikipedia,1,5,0,0
ריב״א,רבי יצחק בן אברהם משאנץ,3,wikipedia,2,5,0,0
ריב״א,רבי יצחק בן אשר הלוי השני,2,wikipedia,3,5,0,0
ריב״א,רבי יצחק בן אשר הלוי משפיירא,2,wikipedia,4,5,0,0
ריב״א,רבי יהודה בן אליעזר מטרואה,1,wikipedia,5,5,0,0
ריב״ל,רבי יהושע בן לוי,246,wikipedia,1,4,3,0
ריב״ל,יצחק בר לווינזון,30,wikipedia,2,4,1,0
ריב״ל,אבי תנועת ההשכלה ברוסיה,0,wiktionary,3,4,0,0
ריב״ל,אמורא ארץ ישראלי בן הדור הראשון לאמוראים,0,wiktionary,4,4,0,0
ריב״ש,ר' ישראל בעל שם,17,wikipedia,1,9,0,0
ריב״ש,ר' יוסף בכור שור,14,wikipedia,2,9,0,0
ריב״ש,רבי יצחק בר ששת,11,wiktionary,3,9,1,0
ריב״ש,מחכמי יהדות תימן,8,wiktionary,4,9,0,0
ריב״ש,"הבעל שם טוב, מייסד תנועת החסידות",6,wiktionary,5,9,3,0
ריב״ש,ר' יחיא בן שלום חבשוש,1,wikipedia,6,9,0,0
ריב״ש,ר' יצחק בן ר' שמואל,1,wikipedia,7,9,0,0
